Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Review Rating,Subscription Status,Payment Method,Discount Applied
955,60.0,Male,Hat,Accessories,74,3.5,Yes,Venmo,Yes
956,55.0,Male,Dress,Clothing,75,,Yes,Venmo,Yes
957,,Male,Shirt,Clothing,99,,Yes,Venmo,Yes
958,,Male,Scarf,Accessories,23,4.7,Yes,,Yes
959,70.0,Male,Sneakers,Footwear,53,4.4,Yes,Cash,Yes
960,36.0,Male,Skirt,Clothing,99,2.6,Yes,,Yes
961,18.0,Male,Jewelry,Accessories,48,4.4,Yes,Debit Card,Yes
962,62.0,Male,Boots,Footwear,72,3.7,Yes,Venmo,Yes
963,29.0,Male,Sunglasses,Accessories,64,4.4,Yes,Cash,Yes
964,21.0,Male,Boots,Footwear,63,,Yes,Cash,Yes
965,42.0,,Sandals,Footwear,51,2.6,Yes,Bank Transfer,Yes
966,,Male,Boots,Footwear,55,5.0,Yes,,Yes
967,58.0,,Dress,Clothing,55,,Yes,Cash,Yes
968,27.0,,,Clothing,26,,Yes,Debit Card,Yes
969,57.0,Male,Shorts,Clothing,67,,Yes,Debit Card,Yes
970,40.0,Male,Coat,Outerwear,31,3.2,Yes,,Yes
971,,Male,Jeans,Clothing,66,4.4,Yes,,Yes
972,,,Sunglasses,Accessories,67,4.3,Yes,Bank Transfer,Yes
973,61.0,Male,,Footwear,61,3.0,Yes,,Yes
974,60.0,Male,Jacket,Outerwear,75,,Yes,,Yes
975,69.0,Male,Skirt,Clothing,90,3.6,Yes,Credit Card,Yes
976,58.0,Male,,Clothing,40,3.8,Yes,Bank Transfer,Yes
977,34.0,Male,T-shirt,Clothing,90,3.6,Yes,,Yes
978,,Male,Belt,Accessories,20,,Yes,Credit Card,Yes
979,,Male,Gloves,Accessories,40,2.5,Yes,,Yes
980,64.0,Male,Hat,Accessories,33,3.5,Yes,,Yes
981,,Male,,Footwear,98,4.0,Yes,Bank Transfer,Yes
982,27.0,Male,Belt,Accessories,42,3.5,Yes,Debit Card,Yes
983,35.0,Male,,Outerwear,62,3.2,Yes,,Yes
984,24.0,Male,,Accessories,45,3.5,Yes,,Yes
985,26.0,Male,Shoes,Footwear,78,,Yes,,Yes
986,32.0,,Handbag,Accessories,80,,Yes,Credit Card,Yes
987,54.0,Male,,Accessories,96,4.5,Yes,Credit Card,Yes
988,62.0,Male,Handbag,Accessories,47,,Yes,PayPal,Yes
989,50.0,Male,,Clothing,84,4.9,Yes,Venmo,Yes
990,70.0,Male,Shoes,Footwear,31,3.1,Yes,,Yes
991,48.0,Male,Sunglasses,Accessories,63,4.8,Yes,PayPal,Yes
992,20.0,Male,Shorts,Clothing,97,,Yes,Debit Card,Yes
993,,Male,Jacket,Outerwear,99,4.6,Yes,Credit Card,Yes
994,51.0,Male,Sandals,Footwear,90,4.4,Yes,,Yes
995,,Male,Shoes,Footwear,68,,Yes,,Yes
996,44.0,,Jewelry,Accessories,80,3.0,Yes,Venmo,Yes
997,29.0,Male,Sandals,Footwear,91,4.9,Yes,Bank Transfer,Yes
998,64.0,Male,Pants,Clothing,30,,Yes,Debit Card,Yes
999,51.0,,Shoes,Footwear,90,3.8,Yes,Venmo,Yes
1000,50.0,,Socks,Clothing,28,,Yes,,Yes
1001,43.0,Male,Socks,Clothing,46,3.9,Yes,Credit Card,Yes
1002,61.0,Male,,Clothing,60,3.6,Yes,Credit Card,Yes
1003,55.0,Male,Shoes,Footwear,59,,Yes,Credit Card,Yes
1004,56.0,Male,Hat,Accessories,68,,Yes,,Yes
1005,33.0,Male,Backpack,Accessories,79,,Yes,Cash,Yes
1006,43.0,,Backpack,Accessories,94,3.9,Yes,Credit Card,Yes
1007,21.0,,,Clothing,83,,Yes,Credit Card,Yes
1008,58.0,Male,Gloves,Accessories,62,4.8,Yes,Venmo,Yes
1009,41.0,,,Accessories,85,,Yes,Cash,Yes
1010,39.0,Male,Hoodie,Clothing,30,,Yes,,Yes
1011,54.0,Male,Jeans,Clothing,24,,Yes,,Yes
1012,43.0,Male,Backpack,Accessories,25,,Yes,,Yes
1013,28.0,Male,Sandals,Footwear,37,3.8,Yes,,Yes
1014,59.0,Male,Belt,Accessories,69,,Yes,Bank Transfer,Yes
1015,28.0,,Shoes,Footwear,97,3.0,Yes,Bank Transfer,Yes
1016,68.0,,Gloves,Accessories,24,4.1,Yes,Debit Card,Yes
1017,20.0,Male,Belt,Accessories,30,,Yes,,Yes
1018,21.0,Male,Jacket,Outerwear,53,,Yes,Cash,Yes
1019,50.0,Male,Dress,Clothing,70,4.9,Yes,Credit Card,Yes
1020,32.0,Male,Shirt,Clothing,76,,Yes,Debit Card,Yes
1021,24.0,Male,Scarf,Accessories,95,4.5,Yes,,Yes
1022,55.0,Male,Coat,Outerwear,51,,Yes,Credit Card,Yes
1023,,Male,Handbag,Accessories,41,4.9,Yes,Cash,Yes
1024,61.0,Male,Sunglasses,Accessories,71,,Yes,Bank Transfer,Yes
1025,28.0,Male,T-shirt,Clothing,66,3.5,Yes,Debit Card,Yes
1026,60.0,Male,Shirt,Clothing,84,,Yes,,Yes
1027,49.0,Male,Handbag,Accessories,95,3.0,Yes,Venmo,Yes
1028,33.0,Male,Jewelry,Accessories,90,2.8,Yes,,Yes
1029,,Male,Hoodie,Clothing,36,3.7,Yes,Venmo,Yes
1030,29.0,Male,Gloves,Accessories,22,3.6,Yes,Credit Card,Yes
1031,58.0,Male,Coat,Outerwear,89,3.3,Yes,Credit Card,Yes
1032,22.0,,Sandals,Footwear,50,3.4,Yes,Cash,Yes
1033,55.0,,Boots,Footwear,36,,Yes,Bank Transfer,Yes
1034,19.0,,Pants,Clothing,52,4.6,Yes,Credit Card,Yes
1035,68.0,Male,Socks,Clothing,29,4.2,Yes,,Yes
1036,61.0,Male,Blouse,Clothing,89,2.8,Yes,Venmo,Yes
1037,68.0,Male,Handbag,Accessories,47,3.7,Yes,Credit Card,Yes
1038,52.0,Male,Jewelry,Accessories,25,3.4,Yes,,Yes
1039,41.0,Male,Pants,Clothing,74,3.0,Yes,Bank Transfer,Yes
1040,29.0,Male,Belt,Accessories,46,4.8,Yes,PayPal,Yes
1041,68.0,Male,Jeans,Clothing,22,4.0,Yes,Venmo,Yes
1042,,Male,Shirt,Clothing,25,4.9,Yes,,Yes
1043,55.0,,Belt,Accessories,80,4.9,Yes,Venmo,Yes
1044,28.0,Male,Jeans,Clothing,76,3.3,Yes,Bank Transfer,Yes
1045,39.0,Male,Jeans,Clothing,30,4.4,Yes,Credit Card,Yes
1046,54.0,Male,Sweater,Clothing,79,3.5,Yes,,Yes
1047,40.0,Male,Sneakers,Footwear,22,,Yes,Credit Card,Yes
1048,31.0,Male,Socks,Clothing,36,4.2,Yes,Debit Card,Yes
1049,30.0,Male,Socks,Clothing,77,2.7,Yes,Cash,Yes
1050,,Male,Sunglasses,Accessories,33,2.8,Yes,Credit Card,Yes
1051,48.0,,,Footwear,64,3.8,Yes,Credit Card,Yes
1052,45.0,Male,,Clothing,53,,Yes,,Yes
1053,60.0,Male,,Footwear,36,,Yes,Venmo,Yes
1054,59.0,Male,Blouse,Clothing,70,3.3,No,Cash,Yes
1055,18.0,Male,Shorts,Clothing,96,4.9,No,,Yes
1056,70.0,Male,Jacket,Outerwear,27,3.3,No,PayPal,Yes
1057,20.0,,Sweater,Clothing,64,2.9,No,Debit Card,Yes
1058,65.0,Male,Jacket,Outerwear,23,4.4,No,Bank Transfer,Yes
1059,29.0,Male,Scarf,Accessories,33,3.1,No,Credit Card,Yes
1060,22.0,,Jacket,Outerwear,34,,No,Venmo,Yes
1061,27.0,,Sweater,Clothing,35,2.6,No,PayPal,Yes
1062,36.0,Male,Coat,Outerwear,62,,No,Debit Card,Yes
1063,59.0,Male,Boots,Footwear,75,2.6,No,Venmo,Yes
1064,62.0,Male,Hoodie,Clothing,29,3.3,No,Bank Transfer,Yes
1065,34.0,Male,Hat,Accessories,28,3.5,No,Debit Card,Yes
1066,59.0,Male,T-shirt,Clothing,20,,No,,Yes
1067,,Male,Coat,Outerwear,96,4.0,No,Credit Card,Yes
1068,18.0,Male,Dress,Clothing,43,,No,Venmo,Yes
1069,55.0,Male,,Clothing,94,2.5,No,,Yes
1070,,Male,,Clothing,81,4.3,No,Credit Card,Yes
1071,50.0,,,Accessories,75,3.3,No,Venmo,Yes
1072,61.0,Male,Hat,Accessories,81,,No,Cash,Yes
1073,48.0,Male,Shorts,Clothing,92,3.5,No,,Yes
1074,22.0,Male,Scarf,Accessories,96,4.0,No,Cash,Yes
1075,48.0,Male,,Accessories,71,2.6,No,,Yes
1076,,Male,Sunglasses,Accessories,50,4.9,No,Debit Card,Yes
1077,33.0,,Coat,Outerwear,72,2.9,No,,Yes
1078,58.0,Male,Jacket,Outerwear,28,,No,,Yes
1079,,Male,,Clothing,59,4.4,No,Cash,Yes
1080,18.0,Male,Coat,Outerwear,33,4.4,No,,Yes
1081,65.0,,Scarf,Accessories,59,3.8,No,,Yes
1082,62.0,Male,Belt,Accessories,30,,No,Cash,Yes
1083,54.0,Male,Hat,Accessories,85,2.6,No,PayPal,Yes
1084,35.0,Male,Backpack,Accessories,97,3.3,No,Credit Card,Yes
1085,,Male,T-shirt,Clothing,36,,No,Credit Card,Yes
1086,,Male,Jewelry,Accessories,85,,No,,Yes
1087,53.0,Male,Sunglasses,Accessories,62,3.0,No,PayPal,Yes
1088,45.0,Male,Jeans,Clothing,71,3.4,No,PayPal,Yes
1089,49.0,Male,Pants,Clothing,21,,No,Bank Transfer,Yes
1090,40.0,Male,Backpack,Accessories,61,3.8,No,Debit Card,Yes
1091,38.0,Male,Scarf,Accessories,58,4.2,No,,Yes
1092,44.0,,Sweater,Clothing,80,,No,Cash,Yes
1093,68.0,Male,Jewelry,Accessories,50,4.1,No,,Yes
1094,60.0,Male,Sneakers,Footwear,48,4.2,No,PayPal,Yes
1095,25.0,Male,Jewelry,Accessories,40,4.8,No,Credit Card,Yes
1096,19.0,Male,Coat,Outerwear,34,,No,Debit Card,Yes
1097,57.0,Male,Coat,Outerwear,46,,No,Credit Card,Yes
1098,,Male,Sunglasses,Accessories,27,,No,Venmo,Yes
1099,49.0,Male,Handbag,Accessories,98,,No,PayPal,Yes
1100,,Male,Sweater,Clothing,73,2.6,No,Cash,Yes
1101,50.0,Male,Pants,Clothing,28,4.4,No,Debit Card,Yes
1102,30.0,Male,Gloves,Accessories,76,3.0,No,Cash,Yes
1103,52.0,Male,,Clothing,83,2.9,No,Credit Card,Yes
1104,35.0,Male,Hoodie,Clothing,23,,No,,Yes
1105,35.0,,Hat,Accessories,28,3.1,No,Bank Transfer,Yes
1106,,Male,T-shirt,Clothing,83,3.0,No,Credit Card,Yes
1107,52.0,Male,Skirt,Clothing,96,3.6,No,Credit Card,Yes
1108,69.0,,Sneakers,Footwear,62,2.8,No,,Yes
1109,,Male,Shorts,Clothing,25,2.8,No,Venmo,Yes
1110,66.0,Male,Hoodie,Clothing,97,4.9,No,Debit Card,Yes
1111,,,Hoodie,Clothing,61,3.0,No,Debit Card,Yes
1112,22.0,Male,Shoes,Footwear,66,4.1,No,Bank Transfer,Yes
1113,69.0,Male,Hoodie,Clothing,67,4.6,No,Credit Card,Yes
1114,28.0,Male,Sunglasses,Accessories,80,,No,,Yes
1115,55.0,Male,,Clothing,25,2.6,No,Cash,Yes
1116,30.0,Male,,Accessories,58,4.0,No,Bank Transfer,Yes
1117,67.0,Male,Backpack,Accessories,96,,No,,Yes
1118,25.0,Male,Sunglasses,Accessories,77,4.5,No,PayPal,Yes
1119,49.0,Male,Belt,Accessories,65,,No,Debit Card,Yes
1120,34.0,Male,Jewelry,Accessories,36,3.1,No,Venmo,Yes
1121,22.0,Male,Sneakers,Footwear,84,,No,,Yes
1122,63.0,Male,T-shirt,Clothing,58,3.2,No,,Yes
1123,,,Handbag,Accessories,62,4.3,No,PayPal,Yes
1124,36.0,Male,Hat,Accessories,67,2.5,No,Debit Card,Yes
1125,,Male,,Clothing,20,,No,,Yes
1126,27.0,Male,Sandals,Footwear,90,2.7,No,,Yes
1127,23.0,Male,Scarf,Accessories,58,,No,Venmo,Yes
1128,,Male,Shirt,Clothing,53,,No,Venmo,Yes
1129,56.0,Male,Gloves,Accessories,30,4.7,No,,Yes
1130,37.0,Male,Hoodie,Clothing,65,4.7,No,,Yes
1131,67.0,Male,Jewelry,Accessories,41,3.9,No,Cash,Yes
1132,67.0,,Shirt,Clothing,73,3.7,No,Credit Card,Yes
1133,50.0,Male,,Clothing,98,4.3,No,PayPal,Yes
1134,36.0,Male,Shoes,Footwear,36,4.1,No,,Yes
1135,62.0,,T-shirt,Clothing,81,,No,Bank Transfer,Yes
1136,,Male,Skirt,Clothing,90,3.6,No,,Yes
1137,23.0,Male,Handbag,Accessories,83,4.8,No,Debit Card,Yes
1138,46.0,Male,Shirt,Clothing,91,2.8,No,,Yes
1139,18.0,,Pants,Clothing,36,4.7,No,Venmo,Yes
1140,58.0,,Coat,Outerwear,53,3.9,No,PayPal,Yes
1141,31.0,Male,Jeans,Clothing,39,2.6,No,Cash,Yes
1142,39.0,Male,Gloves,Accessories,33,,No,Debit Card,Yes
1143,69.0,Male,T-shirt,Clothing,76,3.5,No,Cash,Yes
1144,68.0,Male,Boots,Footwear,23,,No,Cash,Yes
1145,41.0,Male,Jeans,Clothing,54,4.4,No,PayPal,Yes
1146,31.0,Male,Sneakers,Footwear,89,,No,,Yes
1147,48.0,Male,Sneakers,Footwear,38,4.2,No,Debit Card,Yes
1148,59.0,Male,Hat,Accessories,36,,No,PayPal,Yes
1149,34.0,Male,Pants,Clothing,66,,No,Bank Transfer,Yes
1150,21.0,Male,Jewelry,Accessories,42,,No,Cash,Yes
1151,29.0,Male,Jewelry,Accessories,36,,No,,Yes
1152,41.0,,Blouse,Clothing,86,,No,Bank Transfer,Yes
1153,62.0,Male,Handbag,Accessories,49,4.0,No,Cash,Yes
1154,27.0,Male,Shirt,Clothing,41,4.0,No,,Yes
1155,49.0,Male,Dress,Clothing,82,2.9,No,Venmo,Yes
1156,67.0,,T-shirt,Clothing,53,,No,Debit Card,Yes
1157,20.0,Male,Shoes,Footwear,21,4.8,No,,Yes
1158,37.0,Male,Belt,Accessories,66,4.4,No,Credit Card,Yes
1159,69.0,Male,Belt,Accessories,89,4.0,No,Venmo,Yes
1160,66.0,Male,Handbag,Accessories,55,,No,Debit Card,Yes
1161,37.0,Male,,Accessories,42,,No,Cash,Yes
1162,63.0,Male,Shorts,Clothing,52,3.1,No,Bank Transfer,Yes
1163,47.0,Male,Sandals,Footwear,92,,No,Venmo,Yes
1164,26.0,Male,Pants,Clothing,56,3.0,No,Credit Card,Yes
1165,68.0,Male,Dress,Clothing,96,4.2,No,Credit Card,Yes
1166,51.0,Male,T-shirt,Clothing,64,2.9,No,,Yes
1167,48.0,Male,Dress,Clothing,48,,No,Cash,Yes
1168,60.0,Male,Socks,Clothing,83,,No,,Yes
1169,68.0,Male,Scarf,Accessories,91,,No,PayPal,Yes
1170,25.0,Male,Backpack,Accessories,94,,No,Venmo,Yes
1171,57.0,Male,Skirt,Clothing,62,3.2,No,Bank Transfer,Yes
1172,41.0,Male,,Clothing,55,,No,Bank Transfer,Yes
1173,59.0,,Coat,Outerwear,68,4.6,No,Credit Card,Yes
1174,44.0,Male,Jewelry,Accessories,76,2.5,No,Credit Card,Yes
1175,42.0,Male,Backpack,Accessories,31,4.3,No,,Yes
1176,35.0,Male,Belt,Accessories,81,4.1,No,,Yes
1177,36.0,Male,Dress,Clothing,83,4.6,No,Credit Card,Yes
1178,54.0,Male,,Clothing,21,4.8,No,Cash,Yes
1179,37.0,Male,Dress,Clothing,22,4.9,No,Credit Card,Yes
1180,20.0,Male,T-shirt,Clothing,33,,No,Debit Card,Yes
1181,23.0,Male,,Clothing,23,4.9,No,Cash,Yes
1182,61.0,Male,Shorts,Clothing,96,3.5,No,Cash,Yes
1183,37.0,Male,Jewelry,Accessories,21,3.8,No,,Yes
1184,23.0,Male,Pants,Clothing,39,4.5,No,PayPal,Yes
1185,63.0,Male,Belt,Accessories,73,,No,Bank Transfer,Yes
1186,47.0,Male,Jeans,Clothing,64,,No,Debit Card,Yes
1187,63.0,Male,Jeans,Clothing,68,,No,Cash,Yes
1188,56.0,,Hat,Accessories,89,3.0,No,Cash,Yes
1189,68.0,Male,Blouse,Clothing,29,3.3,No,Credit Card,Yes
1190,64.0,Male,Shirt,Clothing,97,4.9,No,Venmo,Yes
1191,62.0,,Shirt,Clothing,45,4.3,No,Bank Transfer,Yes
1192,,Male,T-shirt,Clothing,70,,No,Debit Card,Yes
1193,49.0,Male,Coat,Outerwear,56,4.0,No,,Yes
1194,40.0,Male,Jacket,Outerwear,55,5.0,No,Venmo,Yes
1195,50.0,Male,Hoodie,Clothing,46,3.1,No,,Yes
1196,25.0,Male,Scarf,Accessories,95,4.0,No,Cash,Yes
1197,30.0,,Belt,Accessories,88,3.2,No,,Yes
1198,54.0,,,Footwear,92,3.9,No,Debit Card,Yes
1199,40.0,Male,Socks,Clothing,49,3.9,No,Bank Transfer,Yes
1200,49.0,Male,Sandals,Footwear,89,4.5,No,Credit Card,Yes
1201,27.0,Male,Coat,Outerwear,22,4.4,No,Bank Transfer,Yes
1202,27.0,,Shoes,Footwear,61,3.1,No,Cash,Yes
1203,48.0,Male,Scarf,Accessories,29,2.9,No,Bank Transfer,Yes
1204,40.0,Male,Sneakers,Footwear,82,3.7,No,Bank Transfer,Yes
1205,67.0,Male,,Accessories,94,3.2,No,Bank Transfer,Yes
1206,52.0,Male,Handbag,Accessories,99,3.5,No,Credit Card,Yes
1207,22.0,Male,Handbag,Accessories,59,,No,Cash,Yes
1208,62.0,Male,Boots,Footwear,90,4.1,No,,Yes
1209,20.0,Male,,Footwear,100,2.9,No,Cash,Yes
1210,41.0,Male,Pants,Clothing,62,3.8,No,PayPal,Yes
1211,34.0,Male,Sunglasses,Accessories,78,4.1,No,PayPal,Yes
1212,23.0,Male,Hoodie,Clothing,94,,No,,Yes
1213,32.0,Male,Shoes,Footwear,74,2.5,No,Venmo,Yes
1214,68.0,,Handbag,Accessories,52,3.7,No,Cash,Yes
1215,30.0,Male,Jacket,Outerwear,81,3.8,No,,Yes
1216,66.0,Male,Blouse,Clothing,20,,No,,Yes
1217,62.0,Male,Pants,Clothing,32,,No,PayPal,Yes
1218,50.0,Male,Boots,Footwear,63,2.6,No,Debit Card,Yes
1219,55.0,Male,Boots,Footwear,79,3.1,No,Venmo,Yes
1220,,Male,Sweater,Clothing,23,,No,,Yes
1221,67.0,Male,Gloves,Accessories,64,,No,Bank Transfer,Yes
1222,18.0,Male,Socks,Clothing,69,4.5,No,Bank Transfer,Yes
1223,58.0,,,Clothing,69,3.4,No,Bank Transfer,Yes
1224,69.0,Male,,Clothing,24,3.9,No,Credit Card,Yes
1225,62.0,Male,,Clothing,50,3.7,No,,Yes
1226,28.0,,Gloves,Accessories,97,2.6,No,Credit Card,Yes
1227,53.0,Male,Sandals,Footwear,91,3.4,No,PayPal,Yes
1228,27.0,Male,Blouse,Clothing,37,,No,Venmo,Yes
1229,55.0,Male,Jacket,Outerwear,55,3.9,No,Venmo,Yes
1230,,Male,Jewelry,Accessories,52,3.6,No,Venmo,Yes
1231,25.0,Male,Hat,Accessories,80,4.6,No,Debit Card,Yes
1232,66.0,,Socks,Clothing,79,,No,Credit Card,Yes
1233,57.0,Male,Handbag,Accessories,23,3.6,No,Cash,Yes
1234,46.0,Male,Pants,Clothing,73,3.5,No,Cash,Yes
1235,38.0,Male,Gloves,Accessories,99,4.1,No,Cash,Yes
1236,23.0,Male,,Clothing,22,3.0,No,,Yes
1237,42.0,Male,Hat,Accessories,68,,No,,Yes
1238,25.0,Male,Dress,Clothing,92,,No,Credit Card,Yes
1239,55.0,Male,,Clothing,77,,No,PayPal,Yes
1240,62.0,Male,Coat,Outerwear,37,4.8,No,PayPal,Yes
1241,41.0,Male,Scarf,Accessories,79,2.9,No,Debit Card,Yes
1242,58.0,Male,Hoodie,Clothing,51,3.1,No,Cash,Yes
1243,56.0,,Socks,Clothing,27,,No,Bank Transfer,Yes
1244,25.0,Male,Blouse,Clothing,23,3.0,No,PayPal,Yes
1245,70.0,Male,,Clothing,76,3.9,No,Cash,Yes
1246,42.0,Male,Dress,Clothing,31,,No,Bank Transfer,Yes
1247,27.0,Male,Hoodie,Clothing,60,,No,Credit Card,Yes
1248,65.0,Male,T-shirt,Clothing,99,3.5,No,Bank Transfer,Yes
1249,62.0,,,Accessories,37,3.0,No,Credit Card,Yes
1250,62.0,,,Footwear,50,4.5,No,PayPal,Yes
1251,,Male,Jeans,Clothing,26,,No,Cash,Yes
1252,,Male,Shorts,Clothing,86,5.0,No,,Yes
1253,28.0,Male,Sandals,Footwear,41,4.0,No,,Yes
1254,39.0,Male,Sandals,Footwear,23,4.9,No,Venmo,Yes
1255,54.0,Male,Sneakers,Footwear,56,,No,Cash,Yes
1256,,Male,Hat,Accessories,68,4.1,No,Credit Card,Yes
1257,45.0,Male,Coat,Outerwear,48,,No,Cash,Yes
1258,68.0,Male,,Clothing,67,3.0,No,,Yes
1259,47.0,Male,Boots,Footwear,87,,No,,Yes
1260,,Male,,Clothing,64,3.9,No,Bank Transfer,Yes
1261,63.0,,Shirt,Clothing,93,4.1,No,Venmo,Yes
1262,20.0,Male,Shirt,Clothing,29,2.8,No,Venmo,Yes
1263,29.0,Male,Boots,Footwear,62,4.8,No,,Yes
1264,41.0,Male,,Clothing,70,,No,Bank Transfer,Yes
1265,52.0,Male,,Clothing,92,2.5,No,,Yes
1266,32.0,Male,,Clothing,79,,No,,Yes
1267,20.0,,,Clothing,31,4.0,No,Cash,Yes
1268,47.0,Male,T-shirt,Clothing,83,,No,,Yes
1269,23.0,Male,,Outerwear,88,2.9,No,Venmo,Yes
1270,43.0,,Jewelry,Accessories,53,3.0,No,PayPal,Yes
1271,67.0,Male,Hoodie,Clothing,98,3.3,No,Cash,Yes
1272,70.0,Male,Jewelry,Accessories,57,4.3,No,Cash,Yes
1273,,Male,Sandals,Footwear,80,,No,,Yes
1274,,Male,Jeans,Clothing,29,4.1,No,,Yes
1275,54.0,Male,Hat,Accessories,73,3.1,No,Cash,Yes
1276,55.0,Male,Sweater,Clothing,32,4.5,No,PayPal,Yes
1277,51.0,Male,Boots,Footwear,68,4.8,No,PayPal,Yes
1278,19.0,Male,Blouse,Clothing,97,,No,Debit Card,Yes
1279,28.0,,Shorts,Clothing,98,2.8,No,Credit Card,Yes
1280,,Male,,Clothing,56,3.7,No,PayPal,Yes
1281,30.0,Male,Pants,Clothing,78,4.4,No,PayPal,Yes
1282,29.0,Male,Belt,Accessories,81,4.5,No,Cash,Yes
1283,24.0,Male,Shirt,Clothing,68,3.0,No,Debit Card,Yes
1284,69.0,Male,Shirt,Clothing,94,3.9,No,Credit Card,Yes
1285,65.0,Male,Dress,Clothing,93,3.9,No,,Yes
1286,64.0,Male,Gloves,Accessories,99,,No,Venmo,Yes
1287,40.0,Male,Gloves,Accessories,49,,No,Bank Transfer,Yes
1288,24.0,,Jeans,Clothing,28,,No,Venmo,Yes
1289,66.0,Male,Belt,Accessories,93,4.1,No,Venmo,Yes
1290,35.0,Male,Jacket,Outerwear,24,2.9,No,Debit Card,Yes
1291,67.0,,Skirt,Clothing,35,3.4,No,,Yes
1292,69.0,Male,Sandals,Footwear,68,3.2,No,Venmo,Yes
1293,26.0,Male,Belt,Accessories,61,3.9,No,Debit Card,Yes
1294,23.0,Male,,Clothing,74,4.1,No,Bank Transfer,Yes
1295,27.0,Male,Shirt,Clothing,64,4.5,No,Credit Card,Yes
1296,30.0,Male,Sneakers,Footwear,60,2.8,No,,Yes
1297,48.0,Male,Jeans,Clothing,29,2.8,No,PayPal,Yes
1298,44.0,Male,Sandals,Footwear,85,,No,Debit Card,Yes
1299,29.0,Male,Pants,Clothing,81,,No,Cash,Yes
1300,29.0,Male,Belt,Accessories,23,,No,Bank Transfer,Yes
1301,67.0,Male,T-shirt,Clothing,100,4.5,No,,Yes
1302,42.0,Male,,Clothing,54,,No,,Yes
1303,23.0,Male,Sneakers,Footwear,25,2.9,No,Bank Transfer,Yes
1304,34.0,Male,Blouse,Clothing,32,3.1,No,,Yes
1305,64.0,Male,Backpack,Accessories,63,,No,Bank Transfer,Yes
1306,31.0,,Pants,Clothing,56,4.5,No,Venmo,Yes
1307,54.0,Male,Sweater,Clothing,33,,No,Cash,Yes
1308,23.0,,Coat,Outerwear,32,3.1,No,,Yes
1309,59.0,Male,Dress,Clothing,38,4.4,No,Credit Card,Yes
1310,32.0,Male,Blouse,Clothing,21,4.7,No,,Yes
1311,43.0,,,Clothing,59,3.1,No,Credit Card,Yes
1312,32.0,Male,Shoes,Footwear,87,,No,Credit Card,Yes
1313,66.0,,T-shirt,Clothing,79,,No,,Yes
1314,,Male,Shoes,Footwear,28,2.6,No,,Yes
1315,,Male,Boots,Footwear,67,3.4,No,Venmo,Yes
1316,56.0,Male,Shorts,Clothing,75,4.2,No,,Yes
1317,28.0,Male,Belt,Accessories,32,4.6,No,PayPal,Yes
1318,,Male,,Clothing,43,2.8,No,Credit Card,Yes
1319,52.0,Male,Shorts,Clothing,93,2.7,No,Venmo,Yes
1320,65.0,Male,Sunglasses,Accessories,24,4.0,No,Credit Card,Yes
1321,56.0,Male,,Accessories,31,,No,PayPal,Yes
1322,59.0,Male,T-shirt,Clothing,84,,No,Credit Card,Yes
1323,23.0,Male,Pants,Clothing,74,4.0,No,Credit Card,Yes
1324,58.0,Male,Shorts,Clothing,62,4.6,No,Cash,Yes
1325,39.0,,Jewelry,Accessories,77,3.8,No,Credit Card,Yes
1326,28.0,Male,Backpack,Accessories,73,,No,Venmo,Yes
1327,40.0,Male,Shoes,Footwear,50,4.6,No,Bank Transfer,Yes
1328,52.0,Male,Coat,Outerwear,40,,No,Credit Card,Yes
1329,37.0,,Sweater,Clothing,97,3.7,No,Debit Card,Yes
1330,70.0,Male,Gloves,Accessories,63,3.3,No,PayPal,Yes
1331,30.0,,Handbag,Accessories,65,2.9,No,,Yes
1332,38.0,,,Clothing,91,,No,Credit Card,Yes
1333,66.0,Male,Hoodie,Clothing,60,4.3,No,Bank Transfer,Yes
1334,29.0,Male,Pants,Clothing,69,,No,,Yes
1335,46.0,Male,,Outerwear,52,,No,,Yes
1336,56.0,Male,Boots,Footwear,49,4.8,No,Credit Card,Yes
1337,23.0,,Sneakers,Footwear,85,,No,PayPal,Yes
1338,,Male,Sweater,Clothing,86,3.4,No,,Yes
1339,56.0,Male,Handbag,Accessories,51,2.6,No,Bank Transfer,Yes
1340,36.0,Male,Belt,Accessories,56,5.0,No,PayPal,Yes
1341,40.0,Male,Belt,Accessories,72,4.4,No,Credit Card,Yes
1342,26.0,,Hoodie,Clothing,27,2.9,No,,Yes
1343,57.0,Male,Sunglasses,Accessories,43,3.4,No,,Yes
1344,,Male,Sneakers,Footwear,56,,No,Venmo,Yes
1345,56.0,Male,T-shirt,Clothing,37,4.9,No,Credit Card,Yes
1346,40.0,Male,Dress,Clothing,21,3.6,No,Credit Card,Yes
1347,44.0,Male,Hoodie,Clothing,91,3.0,No,Credit Card,Yes
1348,44.0,,Sweater,Clothing,95,3.9,No,Venmo,Yes
1349,,,Belt,Accessories,54,,No,PayPal,Yes
1350,21.0,Male,Socks,Clothing,36,3.2,No,Bank Transfer,Yes
1351,31.0,Male,Sunglasses,Accessories,71,4.3,No,Cash,Yes
1352,30.0,Male,Coat,Outerwear,31,2.8,No,Credit Card,Yes
1353,65.0,,Hat,Accessories,89,4.5,No,Bank Transfer,Yes
1354,39.0,Male,Pants,Clothing,83,4.1,No,Bank Transfer,Yes
1355,64.0,Male,Backpack,Accessories,42,3.6,No,,Yes
